,Fall,MajorName,College,Total,Male,Female
1639,2015.0,Audiology,Applied Health Sciences,28.0,4.0,24.0
1640,2015.0,Community Health,Applied Health Sciences,615.0,147.0,468.0
1641,2015.0,Health,Applied Health Sciences,4.0,1.0,3.0
1642,1989.0,THER REC,Applied Health Sciences,41.0,7.0,34.0
1643,2015.0,Interdisciplinary Health Sci,Applied Health Sciences,200.0,40.0,160.0
1644,2015.0,Kinesiology,Applied Health Sciences,621.0,265.0,356.0
1645,1981.0,Biology,Applied Health Sciences,30.0,11.0,19.0
1646,1994.0,THER REC,Applied Health Sciences,9.0,2.0,7.0
1647,1994.0,MSPH IN C HLTH,Applied Health Sciences,10.0,1.0,9.0
1648,2015.0,Nondegree,Applied Health Sciences,21.0,10.0,11.0
1649,2015.0,Public Health,Applied Health Sciences,24.0,4.0,20.0
1650,2015.0,"Recreation, Sport, and Tourism ",Applied Health Sciences,317.0,211.0,106.0
1651,1994.0,SOC SCI SP,Applied Health Sciences,5.0,3.0,2.0
1652,1997.0,"Recreation, Sport, and Tourism ",Applied Health Sciences,27.0,12.0,15.0
1653,2015.0,Rehabilitation,Applied Health Sciences,1.0,1.0,0.0
1654,1994.0,Rehabilitation,Applied Health Sciences,28.0,9.0,19.0
1655,2015.0,Speech & Hearing Science,Applied Health Sciences,350.0,16.0,334.0
1656,1994.0,PROG MANAG,Applied Health Sciences,41.0,16.0,25.0
1657,1994.0,TCH KINES,Applied Health Sciences,1.0,0.0,1.0
1658,1997.0,Rehabilitation,Applied Health Sciences,8.0,3.0,5.0
1659,1991.0,OUTDR REC,Applied Health Sciences,3.0,2.0,1.0
1660,2009.0,Speech & Hearing Science,Applied Health Sciences,340.0,17.0,322.0
1661,1984.0,HEALTH&SAF,Applied Health Sciences,6.0,5.0,1.0
1662,2002.0,PARK & NR MGMT,Applied Health Sciences,5.0,2.0,3.0
1663,2006.0,Kinesiology,Applied Health Sciences,677.0,259.0,418.0
1664,2008.0,Kinesiology,Applied Health Sciences,672.0,281.0,390.0
1665,1999.0,HLTH EDUC,Applied Health Sciences,87.0,8.0,79.0
1666,2008.0,Leisure Studies,Applied Health Sciences,6.0,4.0,2.0
1667,1999.0,HLTH PL AD,Applied Health Sciences,106.0,26.0,80.0
1668,2010.0,Health,Applied Health Sciences,79.0,20.0,59.0
1669,2003.0,MSPH IN C HLTH,Applied Health Sciences,5.0,0.0,5.0
1670,1985.0,Kinesiology,Applied Health Sciences,247.0,138.0,109.0
1671,2010.0,Community Health,Applied Health Sciences,551.0,126.0,424.0
1672,2003.0,Leisure Studies,Applied Health Sciences,168.0,106.0,62.0
1673,2003.0,Kinesiology,Applied Health Sciences,544.0,201.0,343.0
1674,1986.0,HEALTH&SAF,Applied Health Sciences,5.0,3.0,2.0
1675,1985.0,Biology,Applied Health Sciences,80.0,30.0,50.0
1676,2005.0,Kinesiology,Applied Health Sciences,658.0,261.0,397.0
1677,1999.0,Kinesiology,Applied Health Sciences,463.0,201.0,262.0
1678,2005.0,Leisure Studies,Applied Health Sciences,420.0,258.0,161.0
1679,1985.0,CUR INST 2,Applied Health Sciences,23.0,8.0,15.0
1680,1999.0,Leisure Studies,Applied Health Sciences,115.0,66.0,49.0
1681,1985.0,CUR INST#1,Applied Health Sciences,8.0,6.0,2.0
1682,1985.0,CUR INST#3,Applied Health Sciences,10.0,9.0,1.0
1683,2003.0,HLTH PL AD,Applied Health Sciences,178.0,46.0,132.0
1684,1986.0,HLTH EDUC,Applied Health Sciences,24.0,2.0,22.0
1685,2003.0,HLTH EDUC,Applied Health Sciences,70.0,6.0,64.0
1686,1999.0,MSPH IN C HLTH,Applied Health Sciences,8.0,0.0,8.0
1687,1986.0,HLTH PL AD,Applied Health Sciences,23.0,7.0,16.0
1688,2006.0,Leisure Studies,Applied Health Sciences,149.0,96.0,53.0
1689,1983.0,Leisure Studies,Applied Health Sciences,44.0,18.0,26.0
1690,1984.0,HLTH EDUC,Applied Health Sciences,28.0,4.0,24.0
1691,2010.0,Kinesiology,Applied Health Sciences,652.0,279.0,372.0
1692,1982.0,SCH HEALTH,Applied Health Sciences,14.0,5.0,9.0
1693,1983.0,PHYS ED,Applied Health Sciences,1.0,0.0,1.0
1694,1982.0,SOC SCI SP,Applied Health Sciences,8.0,3.0,5.0
1695,2003.0,Rehabilitation,Applied Health Sciences,6.0,1.0,5.0
1696,2003.0,"Recreation, Sport, and Tourism ",Applied Health Sciences,34.0,14.0,20.0
1697,2003.0,REHAB STUDIES,Applied Health Sciences,23.0,4.0,19.0
1698,2010.0,Speech & Hearing Science,Applied Health Sciences,336.0,14.0,322.0
1699,2002.0,MSPH IN C HLTH,Applied Health Sciences,5.0,0.0,5.0
1700,1983.0,OUTDR REC,Applied Health Sciences,41.0,17.0,24.0
1701,2006.0,Nondegree,Applied Health Sciences,5.0,3.0,2.0
1702,1987.0,Leisure Studies,Applied Health Sciences,42.0,17.0,25.0
1703,1986.0,SCH HEALTH,Applied Health Sciences,1.0,1.0,0.0
1704,2010.0,Rehabilitation,Applied Health Sciences,6.0,2.0,4.0
1705,2010.0,"Recreation, Sport, and Tourism ",Applied Health Sciences,377.0,237.0,139.0
1706,2008.0,Community Health,Applied Health Sciences,612.0,131.0,481.0
1707,1987.0,Kinesiology,Applied Health Sciences,212.0,112.0,100.0
1708,2010.0,Public Health,Applied Health Sciences,13.0,5.0,8.0
1709,1984.0,Biology,Applied Health Sciences,59.0,26.0,33.0
1710,1985.0,Leisure Studies,Applied Health Sciences,41.0,19.0,22.0
1711,2003.0,PARK & NR MGMT,Applied Health Sciences,8.0,6.0,2.0
1712,2010.0,Nondegree,Applied Health Sciences,8.0,3.0,5.0
1713,1982.0,TCH KINES,Applied Health Sciences,7.0,4.0,3.0
1714,1983.0,MOTOR P&SP,Applied Health Sciences,11.0,6.0,5.0
1715,1984.0,HLTH PL AD,Applied Health Sciences,29.0,7.0,22.0
1716,1983.0,MOTOR DEV,Applied Health Sciences,11.0,0.0,11.0
1717,1987.0,HLTH PL AD,Applied Health Sciences,39.0,11.0,28.0
1718,1987.0,HLTH EDUC,Applied Health Sciences,24.0,5.0,19.0
1719,1982.0,THER REC,Applied Health Sciences,88.0,6.0,82.0
1720,2002.0,REHAB STUDIES,Applied Health Sciences,4.0,1.0,3.0
1721,1987.0,CUR INST#3,Applied Health Sciences,13.0,10.0,3.0
1722,1987.0,CUR INST#1,Applied Health Sciences,10.0,7.0,3.0
1723,2009.0,Nondegree,Applied Health Sciences,4.0,2.0,2.0
1724,2008.0,Speech & Hearing Science,Applied Health Sciences,349.0,20.0,329.0
1725,2005.0,"Recreation, Sport, and Tourism ",Applied Health Sciences,36.0,22.0,14.0
1726,1984.0,CUR INST#3,Applied Health Sciences,10.0,6.0,4.0
1727,2005.0,Rehabilitation,Applied Health Sciences,6.0,1.0,5.0
1728,2009.0,Leisure Studies,Applied Health Sciences,3.0,2.0,1.0
1729,2009.0,Kinesiology,Applied Health Sciences,656.0,281.0,374.0
1730,2005.0,Speech & Hearing Science,Applied Health Sciences,298.0,13.0,285.0
1731,1986.0,THER REC,Applied Health Sciences,59.0,10.0,49.0
1732,1985.0,HLTH PL AD,Applied Health Sciences,20.0,3.0,17.0
1733,2000.0,MSPH IN C HLTH,Applied Health Sciences,8.0,1.0,7.0
1734,1986.0,OUTDR REC,Applied Health Sciences,21.0,11.0,10.0
1735,1986.0,PERSN AREA,Applied Health Sciences,2.0,2.0,0.0
1736,1985.0,HLTH EDUC,Applied Health Sciences,32.0,4.0,28.0
1737,1985.0,HEALTH&SAF,Applied Health Sciences,7.0,4.0,3.0
1738,2000.0,Leisure Studies,Applied Health Sciences,137.0,88.0,49.0
1739,2000.0,Kinesiology,Applied Health Sciences,450.0,180.0,270.0
1740,1986.0,TCH KINES,Applied Health Sciences,1.0,1.0,0.0
1741,1986.0,PROG MANAG,Applied Health Sciences,153.0,56.0,97.0
1742,2009.0,Health,Applied Health Sciences,19.0,3.0,16.0
1743,2000.0,HLTH EDUC,Applied Health Sciences,101.0,10.0,91.0
1744,2009.0,Athletic Training,Applied Health Sciences,29.0,10.0,19.0
1745,2000.0,HLTH PL AD,Applied Health Sciences,129.0,23.0,106.0
1746,2009.0,Community Health,Applied Health Sciences,588.0,123.0,464.0
1747,2009.0,Audiology,Applied Health Sciences,19.0,5.0,14.0
1748,2006.0,Audiology,Applied Health Sciences,7.0,0.0,7.0
1749,2006.0,Community Health,Applied Health Sciences,497.0,105.0,392.0
1750,1983.0,HEALTH&SAF,Applied Health Sciences,5.0,5.0,0.0
1751,1984.0,CUR INST#1,Applied Health Sciences,5.0,4.0,1.0
1752,1984.0,CUR INST 2,Applied Health Sciences,25.0,6.0,19.0
1753,1983.0,CUR INST#3,Applied Health Sciences,9.0,3.0,6.0
1754,1987.0,CUR INST 2,Applied Health Sciences,22.0,12.0,10.0
1755,2005.0,Nondegree,Applied Health Sciences,3.0,3.0,0.0
1756,2010.0,Audiology,Applied Health Sciences,21.0,5.0,16.0
1757,1999.0,PARK & NR MGMT,Applied Health Sciences,14.0,12.0,2.0
1758,2002.0,"Recreation, Sport, and Tourism ",Applied Health Sciences,42.0,13.0,29.0
1759,1999.0,PROG MANAG,Applied Health Sciences,2.0,1.0,1.0
1760,1987.0,Biology,Applied Health Sciences,80.0,32.0,48.0
1761,2010.0,Athletic Training,Applied Health Sciences,34.0,9.0,25.0
1762,1999.0,"Recreation, Sport, and Tourism ",Applied Health Sciences,32.0,18.0,14.0
1763,1983.0,Kinesiology,Applied Health Sciences,236.0,132.0,104.0
1764,1999.0,Rehabilitation,Applied Health Sciences,9.0,4.0,5.0
1765,2012.0,Community Health,Applied Health Sciences,674.0,187.0,487.0
1766,1986.0,Kinesiology,Applied Health Sciences,218.0,114.0,104.0
1767,2001.0,HLTH EDUC,Applied Health Sciences,87.0,9.0,78.0
1768,2008.0,"Recreation, Sport, and Tourism ",Applied Health Sciences,423.0,272.0,150.0
1769,2000.0,Rehabilitation,Applied Health Sciences,9.0,3.0,6.0
1770,2009.0,Rehabilitation,Applied Health Sciences,4.0,2.0,2.0
1771,2009.0,"Recreation, Sport, and Tourism ",Applied Health Sciences,429.0,278.0,150.0
1772,2009.0,Public Health,Applied Health Sciences,5.0,3.0,2.0
1773,2002.0,Rehabilitation,Applied Health Sciences,11.0,4.0,7.0
1774,1983.0,CUR INST 2,Applied Health Sciences,21.0,3.0,18.0
1775,1986.0,Leisure Studies,Applied Health Sciences,39.0,14.0,25.0
1776,2000.0,"Recreation, Sport, and Tourism ",Applied Health Sciences,33.0,14.0,19.0
1777,2008.0,Rehabilitation,Applied Health Sciences,5.0,0.0,5.0
1778,1983.0,CUR INST#1,Applied Health Sciences,3.0,2.0,1.0
1779,1983.0,HLTH PL AD,Applied Health Sciences,15.0,4.0,11.0
1780,2000.0,PARK & NR MGMT,Applied Health Sciences,10.0,9.0,1.0
1781,1983.0,HLTH EDUC,Applied Health Sciences,25.0,1.0,24.0
1782,1983.0,Biology,Applied Health Sciences,35.0,15.0,20.0
1783,2001.0,HLTH PL AD,Applied Health Sciences,157.0,28.0,129.0
1784,1985.0,MOTOR P&SP,Applied Health Sciences,1.0,0.0,1.0
1785,1987.0,OUTDR REC,Applied Health Sciences,26.0,15.0,11.0
1786,2001.0,Rehabilitation,Applied Health Sciences,9.0,2.0,7.0
1787,2001.0,"Recreation, Sport, and Tourism ",Applied Health Sciences,33.0,12.0,21.0
1788,2004.0,Audiology,Applied Health Sciences,5.0,0.0,5.0
1789,2007.0,Nondegree,Applied Health Sciences,3.0,1.0,2.0
1790,1985.0,PERSN AREA,Applied Health Sciences,2.0,1.0,1.0
1791,1982.0,HEALTH&SAF,Applied Health Sciences,14.0,9.0,5.0
1792,1982.0,HLTH EDUC,Applied Health Sciences,72.0,8.0,64.0
1793,1982.0,HLTH PL AD,Applied Health Sciences,14.0,3.0,11.0
1794,1984.0,TCH KINES,Applied Health Sciences,1.0,1.0,0.0
1795,2011.0,Nondegree,Applied Health Sciences,12.0,7.0,5.0
1796,2004.0,Rehabilitation,Applied Health Sciences,6.0,0.0,6.0
1797,2007.0,"Recreation, Sport, and Tourism ",Applied Health Sciences,417.0,253.0,163.0
1798,1998.0,HLTH EDUC,Applied Health Sciences,72.0,7.0,65.0
1799,1998.0,HLTH PL AD,Applied Health Sciences,115.0,30.0,85.0
1800,1982.0,PROG MANAG,Applied Health Sciences,104.0,39.0,65.0
1801,2004.0,Speech & Hearing Science,Applied Health Sciences,291.0,13.0,278.0
1802,2001.0,PARK & NR MGMT,Applied Health Sciences,4.0,3.0,1.0
1803,1985.0,OUTDR REC,Applied Health Sciences,27.0,16.0,11.0
1804,2007.0,Rehabilitation,Applied Health Sciences,6.0,0.0,6.0
1805,1982.0,Kinesiology,Applied Health Sciences,253.0,120.0,133.0
1806,2011.0,Kinesiology,Applied Health Sciences,648.0,270.0,377.0
1807,1984.0,MOTOR P&SP,Applied Health Sciences,3.0,1.0,2.0
1808,2007.0,Speech & Hearing Science,Applied Health Sciences,342.0,15.0,327.0
1809,1982.0,Leisure Studies,Applied Health Sciences,48.0,23.0,25.0
1810,1987.0,THER REC,Applied Health Sciences,46.0,7.0,39.0
1811,2011.0,Health,Applied Health Sciences,139.0,33.0,106.0
1812,1983.0,SOC SCI SP,Applied Health Sciences,10.0,8.0,2.0
1813,1985.0,PROG MANAG,Applied Health Sciences,159.0,60.0,99.0
1814,1982.0,MOTOR DEV,Applied Health Sciences,23.0,2.0,21.0
1815,1983.0,TCH KINES,Applied Health Sciences,3.0,2.0,1.0
1816,2002.0,HLTH PL AD,Applied Health Sciences,172.0,38.0,134.0
1817,2007.0,Community Health,Applied Health Sciences,532.0,123.0,409.0
1818,1984.0,PHYS ED,Applied Health Sciences,1.0,1.0,0.0
1819,2007.0,Audiology,Applied Health Sciences,11.0,0.0,11.0
1820,2012.0,Audiology,Applied Health Sciences,16.0,3.0,13.0
1821,2012.0,Athletic Training,Applied Health Sciences,1.0,0.0,1.0
1822,1985.0,TCH KINES,Applied Health Sciences,2.0,2.0,0.0
1823,2004.0,Kinesiology,Applied Health Sciences,597.0,215.0,382.0
1824,1984.0,OUTDR REC,Applied Health Sciences,41.0,24.0,17.0
1825,1985.0,SOC SCI SP,Applied Health Sciences,8.0,4.0,4.0
1826,1984.0,SCH HEALTH,Applied Health Sciences,1.0,1.0,0.0
1827,1984.0,SOC SCI SP,Applied Health Sciences,9.0,6.0,3.0
1828,1988.0,CUR INST#3,Applied Health Sciences,15.0,8.0,7.0
1829,1988.0,CUR INST#1,Applied Health Sciences,3.0,3.0,0.0
1830,1988.0,CUR INST 2,Applied Health Sciences,13.0,4.0,9.0
1831,1985.0,THER REC,Applied Health Sciences,59.0,10.0,49.0
1832,1985.0,SCH HEALTH,Applied Health Sciences,1.0,1.0,0.0
1833,2004.0,Leisure Studies,Applied Health Sciences,405.0,254.0,150.0
1834,2011.0,Speech & Hearing Science,Applied Health Sciences,362.0,15.0,347.0
1835,1988.0,Biology,Applied Health Sciences,94.0,40.0,54.0
1836,2002.0,HLTH EDUC,Applied Health Sciences,64.0,5.0,59.0
1837,1983.0,THER REC,Applied Health Sciences,91.0,11.0,80.0
1838,2011.0,Rehabilitation,Applied Health Sciences,10.0,3.0,7.0
1839,2004.0,Nondegree,Applied Health Sciences,2.0,0.0,2.0
1840,2007.0,Kinesiology,Applied Health Sciences,655.0,257.0,397.0
1841,2007.0,Leisure Studies,Applied Health Sciences,17.0,11.0,6.0
1842,2011.0,"Recreation, Sport, and Tourism ",Applied Health Sciences,374.0,242.0,132.0
1843,2011.0,Public Health,Applied Health Sciences,30.0,8.0,22.0
1844,2004.0,Community Health,Applied Health Sciences,375.0,77.0,298.0
1845,1983.0,SCH HEALTH,Applied Health Sciences,4.0,1.0,3.0
1846,1986.0,SOC SCI SP,Applied Health Sciences,13.0,7.0,6.0
1847,1998.0,PARK & NR MGMT,Applied Health Sciences,12.0,9.0,3.0
1848,1983.0,PROG MANAG,Applied Health Sciences,107.0,43.0,64.0
1849,2011.0,Community Health,Applied Health Sciences,605.0,155.0,448.0
1850,2001.0,Kinesiology,Applied Health Sciences,486.0,192.0,294.0
1851,1986.0,CUR INST 2,Applied Health Sciences,19.0,11.0,8.0
1852,2005.0,Community Health,Applied Health Sciences,447.0,102.0,345.0
1853,1986.0,CUR INST#1,Applied Health Sciences,6.0,5.0,1.0
1854,1987.0,PROG MANAG,Applied Health Sciences,145.0,51.0,94.0
1855,2002.0,Kinesiology,Applied Health Sciences,516.0,208.0,308.0
1856,2006.0,Rehabilitation,Applied Health Sciences,4.0,1.0,3.0
1857,1982.0,OUTDR REC,Applied Health Sciences,49.0,20.0,29.0
1858,1998.0,PROG MANAG,Applied Health Sciences,8.0,4.0,4.0
1859,2005.0,Audiology,Applied Health Sciences,4.0,0.0,4.0
1860,2008.0,Audiology,Applied Health Sciences,19.0,3.0,16.0
1861,2011.0,Athletic Training,Applied Health Sciences,17.0,5.0,12.0
1862,2006.0,"Recreation, Sport, and Tourism ",Applied Health Sciences,290.0,172.0,117.0
1863,1987.0,SOC SCI SP,Applied Health Sciences,13.0,7.0,6.0
1864,1984.0,Kinesiology,Applied Health Sciences,251.0,120.0,131.0
1865,2011.0,Audiology,Applied Health Sciences,18.0,5.0,13.0
1866,1986.0,CUR INST#3,Applied Health Sciences,12.0,10.0,2.0
1867,1984.0,Leisure Studies,Applied Health Sciences,45.0,19.0,26.0
1868,2001.0,Leisure Studies,Applied Health Sciences,173.0,123.0,50.0
1869,1986.0,Biology,Applied Health Sciences,88.0,39.0,49.0
1870,1998.0,Leisure Studies,Applied Health Sciences,115.0,64.0,51.0
1871,1987.0,PERSN AREA,Applied Health Sciences,2.0,1.0,1.0
1872,1998.0,Rehabilitation,Applied Health Sciences,16.0,3.0,13.0
1873,2001.0,MSPH IN C HLTH,Applied Health Sciences,6.0,0.0,6.0
1874,1987.0,TCH KINES,Applied Health Sciences,1.0,1.0,0.0
1875,2006.0,Speech & Hearing Science,Applied Health Sciences,313.0,10.0,302.0
1876,1982.0,MOTOR P&SP,Applied Health Sciences,18.0,9.0,9.0
1877,1998.0,MSPH IN C HLTH,Applied Health Sciences,7.0,2.0,5.0
1878,1998.0,Kinesiology,Applied Health Sciences,499.0,210.0,289.0
1879,1998.0,"Recreation, Sport, and Tourism ",Applied Health Sciences,39.0,20.0,19.0
1880,2002.0,Leisure Studies,Applied Health Sciences,167.0,117.0,50.0
1881,1984.0,THER REC,Applied Health Sciences,76.0,8.0,68.0
1882,1984.0,MOTOR DEV,Applied Health Sciences,2.0,0.0,2.0
1883,1993.0,Community Health,Applied Life Sciences,123.0,33.0,90.0
1884,1990.0,Community Health,Applied Life Sciences,112.0,37.0,75.0
1885,2001.0,Community Health,Applied Life Sciences,93.0,26.0,67.0
1886,1986.0,Community Health,Applied Life Sciences,132.0,38.0,94.0
1887,2002.0,Community Health,Applied Life Sciences,85.0,26.0,59.0
1888,1995.0,Community Health,Applied Life Sciences,131.0,35.0,96.0
1889,1982.0,Community Health,Applied Life Sciences,40.0,10.0,30.0
1890,2003.0,Community Health,Applied Life Sciences,101.0,26.0,75.0
1891,1984.0,Community Health,Applied Life Sciences,94.0,32.0,62.0
1892,1983.0,Community Health,Applied Life Sciences,62.0,22.0,40.0
1893,1988.0,Community Health,Applied Life Sciences,106.0,34.0,72.0
1894,1981.0,Community Health,Applied Life Sciences,39.0,15.0,24.0
1895,1994.0,Community Health,Applied Life Sciences,102.0,29.0,73.0
1896,2000.0,Community Health,Applied Life Sciences,90.0,18.0,72.0
1897,1980.0,Community Health,Applied Life Sciences,46.0,18.0,28.0
1898,1987.0,Community Health,Applied Life Sciences,154.0,50.0,104.0
1899,1998.0,Community Health,Applied Life Sciences,78.0,20.0,58.0
1900,1991.0,Community Health,Applied Life Sciences,120.0,40.0,80.0
1901,1999.0,Community Health,Applied Life Sciences,73.0,19.0,54.0
1902,1989.0,Community Health,Applied Life Sciences,88.0,26.0,62.0
1903,1985.0,Community Health,Applied Life Sciences,100.0,35.0,65.0
1904,1996.0,Community Health,Applied Life Sciences,132.0,32.0,100.0
1905,1992.0,Community Health,Applied Life Sciences,128.0,32.0,96.0
1906,1997.0,Community Health,Applied Life Sciences,92.0,22.0,70.0
1907,2000.0,Professional Pilot,Aviation,121.0,105.0,16.0
1908,2002.0,Professional Pilot,Aviation,66.0,59.0,7.0
1909,1986.0,PP/AS,Aviation,107.0,95.0,12.0
1910,1994.0,Nondegree,Aviation,14.0,14.0,0.0
1911,1990.0,Professional Pilot,Aviation,74.0,59.0,15.0
1912,1984.0,Air Systems,Aviation,90.0,79.0,11.0
1913,2001.0,Nondegree,Aviation,5.0,5.0,0.0
1914,1986.0,Avionics,Aviation,9.0,9.0,0.0
1915,1986.0,Professional Pilot,Aviation,67.0,58.0,9.0
1916,1983.0,Professional Pilot,Aviation,15.0,14.0,1.0
1917,1990.0,Nondegree,Aviation,18.0,17.0,1.0
1918,1981.0,Air Systems,Aviation,143.0,134.0,9.0
1919,1995.0,Air Systems,Aviation,3.0,2.0,1.0
1920,1993.0,Nondegree,Aviation,20.0,20.0,0.0
1921,1994.0,PP/AS,Aviation,77.0,72.0,5.0
1922,2002.0,Aviation Human Factors,Aviation,188.0,171.0,17.0
1923,1993.0,PP/AS,Aviation,83.0,73.0,10.0
1924,1993.0,Professional Pilot,Aviation,100.0,73.0,27.0
1925,1994.0,Air Systems,Aviation,6.0,6.0,0.0
1926,1984.0,Avionics,Aviation,11.0,10.0,1.0
1927,1993.0,Air Systems,Aviation,5.0,5.0,0.0
1928,2007.0,Human Factors,Aviation,10.0,8.0,2.0
1929,1981.0,Avionics,Aviation,10.0,10.0,0.0
1930,1990.0,PP/AS,Aviation,108.0,98.0,10.0
1931,1985.0,Professional Pilot,Aviation,71.0,59.0,12.0
1932,2001.0,Aviation Human Factors,Aviation,160.0,140.0,20.0
1933,2000.0,Nondegree,Aviation,10.0,9.0,1.0
1934,2008.0,Aviation Human Factors,Aviation,140.0,127.0,13.0
1935,1994.0,Professional Pilot,Aviation,111.0,81.0,30.0
1936,2008.0,Human Factors,Aviation,12.0,6.0,6.0
1937,1985.0,PP/AS,Aviation,53.0,50.0,3.0
1938,2006.0,Human Factors,Aviation,8.0,6.0,2.0
1939,2006.0,Professional Pilot,Aviation,92.0,85.0,7.0
1940,2008.0,Nondegree,Aviation,1.0,1.0,0.0
1941,2001.0,Professional Pilot,Aviation,77.0,71.0,6.0
1942,2002.0,Nondegree,Aviation,8.0,6.0,2.0
1943,1986.0,Air Systems,Aviation,25.0,23.0,2.0
1944,1980.0,Professional Pilot,Aviation,14.0,10.0,4.0
1945,2007.0,Professional Pilot,Aviation,65.0,58.0,7.0
1946,2006.0,Nondegree,Aviation,2.0,2.0,0.0
1947,1990.0,Air Systems,Aviation,16.0,13.0,3.0
1948,2008.0,Professional Pilot,Aviation,56.0,51.0,5.0
1949,2011.0,Professional Pilot,Aviation,26.0,25.0,1.0
1950,2010.0,Nondegree,Aviation,1.0,1.0,0.0
1951,1989.0,Avionics,Aviation,1.0,1.0,0.0
1952,1988.0,Nondegree,Aviation,12.0,11.0,1.0
1953,2011.0,Nondegree,Aviation,1.0,1.0,0.0
1954,1985.0,Air Systems,Aviation,62.0,55.0,7.0
1955,1982.0,Air Systems,Aviation,135.0,126.0,9.0
1956,2010.0,Human Factors,Aviation,6.0,2.0,4.0
1957,2003.0,Nondegree,Aviation,5.0,5.0,0.0
1958,2005.0,Human Factors,Aviation,6.0,3.0,3.0
1959,1985.0,Avionics,Aviation,4.0,4.0,0.0
1960,2004.0,Professional Pilot,Aviation,65.0,57.0,8.0
1961,2014.0,Aviation Human Factors,Aviation,3.0,3.0,0.0
1962,1996.0,Air Systems,Aviation,2.0,2.0,0.0
1963,1988.0,Air Systems,Aviation,15.0,15.0,0.0
1964,2004.0,Aviation Human Factors,Aviation,189.0,177.0,12.0
1965,2010.0,Aviation Human Factors,Aviation,101.0,94.0,7.0
1966,1999.0,Nondegree,Aviation,13.0,12.0,1.0
1967,1983.0,Air Systems,Aviation,115.0,102.0,13.0
1968,1999.0,Professional Pilot,Aviation,170.0,143.0,27.0
1969,2010.0,Professional Pilot,Aviation,48.0,45.0,3.0
1970,1996.0,Nondegree,Aviation,5.0,5.0,0.0
1971,1988.0,PP/AS,Aviation,109.0,93.0,16.0
1972,2011.0,Human Factors,Aviation,1.0,1.0,0.0
1973,2005.0,Aviation Human Factors,Aviation,183.0,168.0,15.0
1974,2011.0,Aviation Human Factors,Aviation,70.0,65.0,5.0
1975,1998.0,PP/AS,Aviation,1.0,1.0,0.0
1976,1987.0,Professional Pilot,Aviation,60.0,52.0,8.0
1977,1998.0,Professional Pilot,Aviation,151.0,124.0,27.0
1978,1987.0,PP/AS,Aviation,119.0,102.0,17.0
1979,1987.0,Nondegree,Aviation,12.0,12.0,0.0
1980,1982.0,Professional Pilot,Aviation,9.0,7.0,2.0
1981,2013.0,Nondegree,Aviation,1.0,1.0,0.0
1982,1987.0,Avionics,Aviation,3.0,2.0,1.0
1983,1992.0,Air Systems,Aviation,12.0,12.0,0.0
1984,1996.0,Professional Pilot,Aviation,150.0,119.0,31.0
1985,1997.0,Air Systems,Aviation,1.0,1.0,0.0
1986,2003.0,Professional Pilot,Aviation,73.0,65.0,8.0
1987,1988.0,Professional Pilot,Aviation,59.0,52.0,7.0
1988,1981.0,Professional Pilot,Aviation,12.0,9.0,3.0
1989,2009.0,Aviation Human Factors,Aviation,128.0,118.0,10.0
1990,1996.0,PP/AS,Aviation,21.0,20.0,1.0
1991,1980.0,Avionics,Aviation,8.0,8.0,0.0
1992,1989.0,Air Systems,Aviation,18.0,16.0,2.0
1993,2013.0,Aviation Human Factors,Aviation,28.0,22.0,6.0
1994,1983.0,Avionics,Aviation,10.0,10.0,0.0
1995,1998.0,Nondegree,Aviation,7.0,5.0,2.0
1996,2004.0,Human Factors,Aviation,4.0,2.0,2.0
1997,1997.0,Professional Pilot,Aviation,139.0,113.0,26.0
1998,1997.0,Nondegree,Aviation,12.0,12.0,0.0
1999,1991.0,Nondegree,Aviation,19.0,13.0,6.0
2000,1982.0,Avionics,Aviation,9.0,9.0,0.0
2001,1998.0,Air Systems,Aviation,1.0,1.0,0.0
2002,2009.0,Human Factors,Aviation,11.0,3.0,8.0
2003,1991.0,Air Systems,Aviation,17.0,17.0,0.0
2004,1992.0,Nondegree,Aviation,17.0,14.0,3.0
2005,1989.0,Nondegree,Aviation,13.0,12.0,1.0
2006,1997.0,PP/AS,Aviation,5.0,5.0,0.0
2007,1989.0,PP/AS,Aviation,97.0,84.0,13.0
2008,1984.0,Professional Pilot,Aviation,35.0,30.0,5.0
2009,2012.0,Aviation Human Factors,Aviation,39.0,36.0,3.0
2010,1991.0,Professional Pilot,Aviation,75.0,61.0,14.0
2011,2003.0,Aviation Human Factors,Aviation,175.0,162.0,13.0
2012,1995.0,Nondegree,Aviation,9.0,8.0,1.0
2013,2009.0,Nondegree,Aviation,1.0,1.0,0.0
2014,2000.0,Aviation Human Factors,Aviation,75.0,67.0,8.0
2015,1992.0,Professional Pilot,Aviation,99.0,78.0,21.0
2016,2005.0,Nondegree,Aviation,1.0,1.0,0.0
2017,1987.0,Air Systems,Aviation,16.0,16.0,0.0
2018,2007.0,Aviation Human Factors,Aviation,163.0,149.0,14.0
2019,1980.0,Air Systems,Aviation,172.0,152.0,20.0
2020,2009.0,Professional Pilot,Aviation,36.0,33.0,3.0
2021,2012.0,Professional Pilot,Aviation,9.0,8.0,1.0
2022,2004.0,Nondegree,Aviation,1.0,1.0,0.0
2023,2006.0,Aviation Human Factors,Aviation,164.0,148.0,16.0
2024,1995.0,Professional Pilot,Aviation,151.0,113.0,38.0
