,Fall,MajorName,College,Total,Male,Female
6825,2004.0,English,LAS,1019.0,336.0,683.0
6826,2002.0,African American Studies,LAS,8.0,2.0,6.0
6827,2004.0,Latin American Studies,LAS,15.0,7.0,8.0
6828,2004.0,Linguistics,LAS,97.0,37.0,60.0
6829,2004.0,Physics,LAS,190.0,145.0,45.0
6830,2004.0,Plant Biology,LAS,19.0,9.0,10.0
6831,2004.0,Political Science,LAS,939.0,558.0,380.0
6832,2004.0,Portuguese,LAS,2.0,1.0,1.0
6833,2004.0,Psychology,LAS,1361.0,373.0,988.0
6834,1984.0,Mathematics,LAS,181.0,135.0,46.0
6835,2004.0,Religious Studies,LAS,21.0,11.0,10.0
6836,2004.0,Rhetoric,LAS,138.0,72.0,66.0
6837,2004.0,Russian & E European Studies,LAS,11.0,5.0,6.0
6838,2004.0,Russian Lang & Literature,LAS,3.0,2.0,1.0
6839,2001.0,Neuroscience,LAS,42.0,27.0,15.0
6840,2004.0,Slavic Languages & Literature,LAS,2.0,1.0,1.0
6841,2004.0,Sociology,LAS,341.0,114.0,227.0
6842,2004.0,Spanish,LAS,294.0,92.0,201.0
6843,1986.0,Asian Studies,LAS,13.0,5.0,8.0
6844,1986.0,Astronomy,LAS,19.0,16.0,3.0
6845,2004.0,Speech Communication,LAS,463.0,199.0,264.0
6846,2004.0,Philosophy,LAS,137.0,106.0,31.0
6847,1986.0,Applied Mathematics,LAS,27.0,16.0,11.0
6848,2004.0,Nondegree,LAS,138.0,55.0,83.0
6849,1986.0,Anthropology,LAS,71.0,36.0,35.0
6850,2004.0,Math & Computer Science,LAS,159.0,138.0,20.0
6851,2004.0,Mathematics,LAS,624.0,402.0,222.0
6852,2004.0,Microbiology,LAS,77.0,31.0,46.0
6853,2004.0,Molecular & Integrative Physi,LAS,43.0,27.0,16.0
6854,2004.0,Molecular and Cellular Biology,LAS,690.0,293.0,397.0
6855,2004.0,Molecular&Cell Bio-undeclared,LAS,12.0,7.0,5.0
6856,2004.0,Music,LAS,20.0,14.0,6.0
6857,2001.0,REES,LAS,7.0,4.0,3.0
6858,2001.0,STATS-ECON,LAS,1.0,1.0,0.0
6859,2001.0,Psychology,LAS,152.0,63.0,89.0
6860,2001.0,Political Science,LAS,36.0,23.0,13.0
6861,2001.0,Plant Biology,LAS,27.0,14.0,13.0
6862,2004.0,Neuroscience,LAS,61.0,30.0,31.0
6863,2001.0,Philosophy,LAS,37.0,32.0,5.0
6864,2001.0,PRE-MED,LAS,240.0,95.0,145.0
6865,1984.0,Molecular & Integrative Physi,LAS,54.0,35.0,19.0
6866,1984.0,Microbiology,LAS,65.0,42.0,23.0
6867,2001.0,PRE-JOURN,LAS,512.0,138.0,374.0
6868,2001.0,Portuguese,LAS,2.0,1.0,1.0
6869,1983.0,PRE-MED,LAS,137.0,71.0,66.0
6870,2005.0,Teaching of Mathematics,LAS,2.0,1.0,1.0
6871,2009.0,Atmospheric Sciences,LAS,116.0,65.0,51.0
6872,1987.0,Philosophy,LAS,42.0,33.0,9.0
6873,1987.0,PUB ADMIN,LAS,6.0,4.0,2.0
6874,1988.0,Biology,LAS,133.0,71.0,62.0
6875,1987.0,PRE-MED,LAS,193.0,106.0,87.0
6876,1987.0,PRE-JOURN,LAS,605.0,191.0,414.0
6877,1998.0,Slavic Languages & Literature,LAS,12.0,7.0,5.0
6878,2009.0,Economics,LAS,843.0,611.0,231.0
6879,2010.0,History,LAS,599.0,381.0,217.0
6880,1988.0,Biophysics & Computnl Biology,LAS,37.0,32.0,5.0
6881,2010.0,History of Art,LAS,31.0,0.0,31.0
6882,2009.0,"Ecol, Evol, Conservation Biol ",LAS,22.0,9.0,13.0
6883,2009.0,"Earth Systems, Env, & Society ",LAS,128.0,68.0,60.0
6884,1988.0,Chemical Engineering,LAS,426.0,306.0,120.0
6885,1988.0,Biochemistry,LAS,115.0,72.0,43.0
6886,1988.0,Chemical Physics,LAS,5.0,3.0,2.0
6887,1998.0,Sociology,LAS,40.0,14.0,26.0
6888,1998.0,African American Studies,LAS,10.0,5.0,5.0
6889,1998.0,Speech Communication,LAS,61.0,23.0,38.0
6890,2009.0,Creative Writing,LAS,19.0,10.0,9.0
6891,2010.0,Individual Plans of Study,LAS,8.0,6.0,2.0
6892,1998.0,TCH BIOL,LAS,12.0,5.0,7.0
6893,1988.0,Chemistry,LAS,478.0,329.0,149.0
6894,1998.0,TCH ENGL,LAS,25.0,8.0,17.0
6895,2010.0,Integrative Biology,LAS,361.0,152.0,209.0
6896,1998.0,TCH SOC ST,LAS,12.0,9.0,3.0
6897,2010.0,Interdisciplinary,LAS,16.0,7.0,9.0
6898,2010.0,International Studies,LAS,132.0,33.0,98.0
6899,2009.0,Comparative Literature,LAS,44.0,16.0,27.0
6900,2009.0,E Asian Languages & Cultures,LAS,102.0,38.0,64.0
6901,1998.0,REES,LAS,5.0,1.0,4.0
6902,2010.0,Global Studies,LAS,205.0,57.0,148.0
6903,2009.0,English,LAS,899.0,290.0,608.0
6904,2009.0,Geography,LAS,69.0,44.0,24.0
6905,1998.0,BIOCH,LAS,210.0,111.0,99.0
6906,1998.0,Atmospheric Sciences,LAS,27.0,17.0,10.0
6907,1998.0,Astronomy,LAS,21.0,15.0,6.0
6908,1998.0,Asian Studies,LAS,27.0,12.0,15.0
6909,2010.0,English,LAS,813.0,262.0,550.0
6910,2010.0,Entomology,LAS,33.0,14.0,19.0
6911,1998.0,Plant Biology,LAS,35.0,16.0,19.0
6912,2010.0,European Union Studies,LAS,5.0,2.0,3.0
6913,1982.0,UNCLASS,LAS,187.0,76.0,111.0
6914,2009.0,General Curriculum,LAS,227.0,94.0,133.0
6915,2010.0,Finance,LAS,2.0,2.0,0.0
6916,1998.0,Applied Mathematics,LAS,12.0,7.0,5.0
6917,2009.0,Gender and Women's Studies,LAS,9.0,1.0,8.0
6918,2010.0,French,LAS,81.0,23.0,58.0
6919,2010.0,Gender and Women's Studies,LAS,16.0,0.0,16.0
6920,2010.0,General Curriculum,LAS,87.0,29.0,58.0
6921,2009.0,French,LAS,86.0,23.0,63.0
6922,1998.0,Political Science,LAS,42.0,32.0,10.0
6923,2009.0,Finance,LAS,4.0,3.0,1.0
6924,1998.0,Anthropology,LAS,71.0,22.0,49.0
6925,1998.0,Portuguese,LAS,3.0,1.0,2.0
6926,1987.0,Plant Biology,LAS,38.0,13.0,25.0
6927,1998.0,Psychology,LAS,166.0,74.0,92.0
6928,2009.0,Entomology,LAS,34.0,16.0,18.0
6929,2010.0,Geography,LAS,70.0,46.0,24.0
6930,2010.0,Geology,LAS,78.0,51.0,27.0
6931,2010.0,German,LAS,21.0,8.0,13.0
6932,2010.0,Germanic Lang & Lit,LAS,15.0,7.0,8.0
6933,2010.0,Italian,LAS,7.0,2.0,5.0
6934,2009.0,Geology,LAS,82.0,49.0,33.0
6935,2010.0,LAS - Undeclared,LAS,95.0,34.0,61.0
6936,2010.0,Latin American Studies,LAS,11.0,6.0,5.0
6937,1983.0,Entomology,LAS,37.0,29.0,8.0
6938,1988.0,Comparative Literature,LAS,28.0,12.0,16.0
6939,2010.0,Neuroscience,LAS,58.0,24.0,34.0
6940,1983.0,French,LAS,31.0,9.0,22.0
6941,1997.0,TRANSITION,LAS,218.0,101.0,117.0
6942,1987.0,Linguistics,LAS,89.0,43.0,46.0
6943,1983.0,GEN CURR,LAS,2074.0,841.0,1233.0
6944,1997.0,TCH SOC ST,LAS,23.0,13.0,10.0
6945,1983.0,Genetics,LAS,6.0,3.0,3.0
6946,1983.0,Geography,LAS,34.0,25.0,9.0
6947,2009.0,African Studies,LAS,8.0,3.0,5.0
6948,1999.0,African American Studies,LAS,13.0,6.0,7.0
6949,1997.0,TCH ENGL,LAS,45.0,16.0,29.0
6950,1988.0,Classics,LAS,5.0,2.0,3.0
6951,1982.0,TCH ENGL,LAS,40.0,12.0,28.0
6952,1997.0,TCH BIOL,LAS,24.0,9.0,15.0
6953,1997.0,Speech Communication,LAS,58.0,23.0,35.0
6954,1997.0,Sociology,LAS,42.0,13.0,29.0
6955,2010.0,Nondegree,LAS,164.0,82.0,82.0
6956,1987.0,Italian,LAS,6.0,3.0,3.0
6957,1999.0,Anthropology,LAS,64.0,21.0,43.0
6958,1983.0,Geology,LAS,106.0,73.0,33.0
6959,2008.0,Teaching of Spanish,LAS,36.0,2.0,34.0
6960,2008.0,Teaching of German,LAS,2.0,1.0,1.0
6961,2008.0,Teaching of French,LAS,5.0,1.0,4.0
6962,2008.0,Teaching of English Sec Lang,LAS,52.0,13.0,39.0
6963,2008.0,Teaching of Earth Science,LAS,1.0,0.0,1.0
6964,2008.0,Teaching of Chemistry,LAS,2.0,0.0,2.0
6965,1987.0,LAS TCH MATH,LAS,11.0,3.0,8.0
6966,1988.0,Classical Philology,LAS,7.0,5.0,2.0
6967,1998.0,UNCM FR&SO,LAS,170.0,79.0,91.0
6968,1998.0,UNCLASS,LAS,203.0,99.0,104.0
6969,1998.0,TRANSITION,LAS,204.0,88.0,116.0
6970,2009.0,Communication,LAS,508.0,205.0,303.0
6971,2010.0,Linguistics,LAS,101.0,37.0,64.0
6972,2009.0,Classics,LAS,36.0,18.0,18.0
6973,1982.0,TCH SPEECH,LAS,9.0,2.0,7.0
6974,2009.0,Classical Philology,LAS,9.0,5.0,4.0
6975,2009.0,Chemistry,LAS,743.0,458.0,284.0
6976,2009.0,Chemical Physics,LAS,11.0,9.0,2.0
6977,1982.0,TCH SOC ST,LAS,8.0,3.0,5.0
6978,2009.0,Chemical Engineering,LAS,574.0,378.0,195.0
6979,2009.0,Cell and Structural Biology,LAS,3.0,3.0,0.0
6980,2009.0,Cell and Developmental Biology,LAS,44.0,20.0,24.0
6981,1997.0,UNCLASS,LAS,290.0,121.0,169.0
6982,1987.0,Molecular & Integrative Physi,LAS,58.0,38.0,20.0
6983,1987.0,Microbiology,LAS,63.0,37.0,26.0
6984,2010.0,Math & Computer Science,LAS,82.0,72.0,10.0
6985,2010.0,Mathematics,LAS,593.0,361.0,232.0
6986,2009.0,Biophysics & Computnl Biology,LAS,70.0,55.0,15.0
6987,2010.0,Microbiology,LAS,67.0,24.0,43.0
6988,2009.0,Biology,LAS,811.0,379.0,431.0
6989,2010.0,Molecular & Integrative Physi,LAS,36.0,15.0,21.0
6990,2010.0,Molecular and Cellular Biology,LAS,1030.0,528.0,502.0
6991,1987.0,Mathematics,LAS,163.0,116.0,47.0
6992,2009.0,Bioengineering,LAS,1.0,1.0,0.0
6993,2009.0,Biochemistry,LAS,202.0,108.0,94.0
6994,1983.0,English,LAS,98.0,43.0,55.0
6995,2010.0,Molecular&Cell Bio-undeclared,LAS,36.0,16.0,20.0
6996,2009.0,Astronomy,LAS,73.0,51.0,22.0
6997,2009.0,Asian Studies,LAS,10.0,2.0,8.0
6998,1997.0,UNCM FR&SO,LAS,188.0,79.0,109.0
6999,1999.0,Applied Mathematics,LAS,13.0,7.0,6.0
7000,1998.0,Biochemistry,LAS,80.0,42.0,38.0
7001,2009.0,German,LAS,22.0,10.0,12.0
7002,2009.0,Sociology,LAS,493.0,191.0,301.0
7003,1998.0,Classics,LAS,7.0,4.0,3.0
7004,2009.0,Slavic Languages & Literature,LAS,13.0,2.0,11.0
7005,1998.0,Classical Philology,LAS,4.0,3.0,1.0
7006,1998.0,History,LAS,116.0,75.0,41.0
7007,2010.0,Biochemistry,LAS,204.0,107.0,97.0
7008,1987.0,TEACH CS,LAS,3.0,1.0,2.0
7009,2009.0,"Russian, E Eur, Eurasian St ",LAS,18.0,13.0,5.0
7010,2009.0,Russian Lang & Literature,LAS,4.0,2.0,2.0
7011,2009.0,Russian & E European Studies,LAS,5.0,4.0,1.0
7012,2009.0,Rhetoric,LAS,118.0,60.0,58.0
7013,2009.0,Religious Studies,LAS,19.0,9.0,10.0
7014,2009.0,Religion,LAS,6.0,2.0,4.0
7015,2009.0,Spanish,LAS,277.0,71.0,206.0
7016,1983.0,Biophysics & Computnl Biology,LAS,26.0,19.0,7.0
7017,2009.0,Psychology,LAS,1417.0,403.0,1013.0
7018,1998.0,Chemistry,LAS,396.0,262.0,134.0
7019,1987.0,TCH SPEECH,LAS,6.0,2.0,4.0
7020,1998.0,Chemical Physics,LAS,4.0,3.0,1.0
7021,2009.0,Portuguese,LAS,2.0,1.0,1.0
7022,2009.0,Political Science,LAS,1017.0,626.0,391.0
7023,2009.0,Plant Biology,LAS,40.0,17.0,23.0
7024,1998.0,Chemical Engineering,LAS,467.0,310.0,157.0
7025,2009.0,Physics,LAS,168.0,149.0,19.0
7026,2010.0,Bioinformatics,LAS,1.0,1.0,0.0
7027,2010.0,Biology,LAS,784.0,380.0,404.0
7028,1998.0,LAS TCH MATH,LAS,6.0,3.0,3.0
7029,2009.0,Philosophy,LAS,129.0,107.0,22.0
7030,1998.0,Italian,LAS,4.0,0.0,4.0
7031,1983.0,Biology,LAS,182.0,106.0,76.0
7032,2009.0,Speech Communication,LAS,377.0,156.0,221.0
7033,2009.0,Statistics,LAS,155.0,88.0,67.0
7034,1998.0,Geology,LAS,49.0,31.0,18.0
7035,1998.0,Geography,LAS,28.0,15.0,13.0
7036,2010.0,African Studies,LAS,12.0,8.0,4.0
7037,1983.0,Astronomy,LAS,17.0,15.0,2.0
7038,1983.0,Asian Studies,LAS,20.0,7.0,13.0
7039,1998.0,GEN CURR,LAS,2706.0,1255.0,1451.0
7040,1998.0,French,LAS,38.0,13.0,25.0
7041,1987.0,UNCM FR&SO,LAS,149.0,76.0,73.0
7042,1983.0,Atmospheric Sciences,LAS,21.0,14.0,7.0
7043,1988.0,Anthropology,LAS,68.0,39.0,29.0
7044,2009.0,Teaching of Spanish,LAS,28.0,6.0,22.0
7045,1998.0,Entomology,LAS,34.0,20.0,14.0
7046,1998.0,English,LAS,133.0,52.0,81.0
7047,2009.0,Teaching of Latin,LAS,2.0,0.0,2.0
7048,2009.0,Teaching of German,LAS,3.0,1.0,2.0
7049,2009.0,Teaching of French,LAS,7.0,1.0,6.0
7050,1988.0,Applied Mathematics,LAS,26.0,13.0,13.0
7051,1998.0,Comparative Literature,LAS,27.0,5.0,22.0
7052,2010.0,Asian Studies,LAS,12.0,6.0,6.0
7053,2009.0,Teaching of English Sec Lang,LAS,50.0,13.0,37.0
7054,2009.0,Teaching of Earth Science,LAS,1.0,0.0,1.0
7055,2010.0,Astronomy,LAS,74.0,54.0,20.0
7056,2009.0,Teaching of Chemistry,LAS,3.0,2.0,1.0
7057,1983.0,Anthropology,LAS,57.0,36.0,21.0
7058,2009.0,Teaching of Biological Science,LAS,2.0,1.0,1.0
7059,1987.0,UNCLASS,LAS,157.0,64.0,93.0
7060,2010.0,Atmospheric Sciences,LAS,128.0,77.0,51.0
7061,1983.0,Biochemistry,LAS,97.0,67.0,30.0
7062,2009.0,Statistics & Computer Science,LAS,16.0,13.0,3.0
7063,1998.0,LATIN AMER ST,LAS,3.0,1.0,2.0
7064,1998.0,Biology,LAS,103.0,63.0,40.0
7065,1987.0,TCH SOC ST,LAS,15.0,10.0,5.0
7066,2009.0,Nondegree,LAS,158.0,67.0,91.0
7067,1987.0,Speech Communication,LAS,46.0,20.0,26.0
7068,2009.0,Italian,LAS,14.0,6.0,8.0
7069,1998.0,CELL & STR BIOL,LAS,11.0,7.0,4.0
7070,1998.0,Neuroscience,LAS,45.0,36.0,9.0
7071,2009.0,International Studies,LAS,316.0,91.0,224.0
7072,2009.0,Interdisciplinary,LAS,45.0,19.0,26.0
7073,2010.0,Creative Writing,LAS,16.0,7.0,9.0
7074,1988.0,Atmospheric Sciences,LAS,24.0,19.0,5.0
7075,1988.0,BIOCH,LAS,164.0,87.0,77.0
7076,2009.0,Integrative Biology,LAS,329.0,145.0,184.0
7077,2010.0,E Asian Languages & Cultures,LAS,112.0,41.0,71.0
7078,1987.0,Sociology,LAS,35.0,15.0,20.0
7079,1998.0,Biophysics & Computnl Biology,LAS,44.0,28.0,16.0
7080,1988.0,Astronomy,LAS,19.0,16.0,3.0
7081,2010.0,"Earth Systems, Env, & Society ",LAS,158.0,85.0,73.0
7082,2009.0,Individual Plans of Study,LAS,9.0,6.0,3.0
7083,1987.0,Psychology,LAS,191.0,101.0,90.0
7084,1998.0,PRE-JOURN,LAS,367.0,100.0,267.0
7085,1998.0,PRE-MED,LAS,255.0,101.0,154.0
7086,2009.0,History of Art,LAS,36.0,4.0,32.0
7087,1987.0,Portuguese,LAS,1.0,0.0,1.0
7088,2009.0,History,LAS,626.0,389.0,236.0
7089,1998.0,Philosophy,LAS,44.0,35.0,9.0
7090,1987.0,Political Science,LAS,49.0,38.0,11.0
7091,2009.0,Global Studies,LAS,93.0,25.0,68.0
7092,2010.0,"Ecol, Evol, Conservation Biol ",LAS,22.0,10.0,12.0
7093,2010.0,Economics,LAS,906.0,640.0,266.0
7094,2009.0,Germanic Lang & Lit,LAS,29.0,11.0,17.0
7095,1987.0,Slavic Languages & Literature,LAS,26.0,10.0,16.0
7096,1987.0,TCH BIOL,LAS,22.0,4.0,18.0
7097,1987.0,TCH ENGL,LAS,56.0,12.0,44.0
7098,2009.0,Latin American Studies,LAS,17.0,9.0,8.0
7099,1998.0,Linguistics,LAS,55.0,17.0,38.0
7100,1983.0,PRE-JOURN,LAS,227.0,77.0,150.0
7101,1983.0,Chemical Engineering,LAS,538.0,421.0,117.0
7102,1983.0,Chemical Physics,LAS,8.0,5.0,3.0
7103,1983.0,Chemistry,LAS,557.0,398.0,159.0
7104,2010.0,Cell and Developmental Biology,LAS,42.0,23.0,19.0
7105,2010.0,Cell and Structural Biology,LAS,3.0,3.0,0.0
7106,2010.0,Chemical Engineering,LAS,621.0,417.0,203.0
7107,2009.0,Neuroscience,LAS,50.0,20.0,30.0
7108,2010.0,Chemical Physics,LAS,9.0,8.0,1.0
7109,2010.0,Chemistry,LAS,730.0,450.0,279.0
7110,1983.0,Classical Philology,LAS,10.0,8.0,2.0
7111,1983.0,Classics,LAS,8.0,7.0,1.0
7112,1998.0,Mathematics,LAS,155.0,116.0,39.0
7113,2010.0,Classical Philology,LAS,7.0,4.0,3.0
7114,2010.0,Classics,LAS,38.0,22.0,16.0
7115,1998.0,Microbiology,LAS,56.0,32.0,24.0
7116,1998.0,Molecular & Integrative Physi,LAS,46.0,30.0,16.0
7117,2009.0,Molecular&Cell Bio-undeclared,LAS,61.0,30.0,31.0
7118,2009.0,Molecular and Cellular Biology,LAS,1041.0,524.0,514.0
7119,2010.0,Communication,LAS,844.0,326.0,518.0
7120,2009.0,Molecular & Integrative Physi,LAS,31.0,13.0,18.0
7121,2009.0,Microbiology,LAS,68.0,28.0,40.0
7122,2009.0,Mathematics,LAS,567.0,350.0,217.0
7123,2009.0,Math & Computer Science,LAS,79.0,68.0,11.0
7124,2010.0,Comparative Literature,LAS,39.0,13.0,25.0
7125,1983.0,Comparative Literature,LAS,39.0,16.0,23.0
7126,2009.0,Linguistics,LAS,109.0,41.0,68.0
7127,1988.0,Asian Studies,LAS,24.0,10.0,14.0
7128,2010.0,Biophysics & Computnl Biology,LAS,65.0,53.0,12.0
7129,1997.0,Slavic Languages & Literature,LAS,16.0,8.0,8.0
7130,1998.0,German,LAS,23.0,10.0,13.0
7131,1983.0,German,LAS,22.0,14.0,8.0
7132,1987.0,Genetics,LAS,2.0,2.0,0.0
7133,1997.0,REES,LAS,4.0,1.0,3.0
7134,2008.0,International Studies,LAS,402.0,111.0,290.0
7135,2010.0,Teaching of Biological Science,LAS,2.0,1.0,1.0
7136,2008.0,Interdisciplinary,LAS,65.0,31.0,34.0
7137,2010.0,Teaching of Chemistry,LAS,2.0,2.0,0.0
7138,2008.0,Integrative Biology,LAS,322.0,153.0,169.0
7139,1987.0,GEN CURR,LAS,2146.0,932.0,1214.0
7140,1999.0,English,LAS,115.0,43.0,72.0
7141,1999.0,Entomology,LAS,32.0,21.0,11.0
7142,2010.0,Teaching of English Sec Lang,LAS,59.0,10.0,49.0
7143,2008.0,Individual Plans of Study,LAS,7.0,4.0,3.0
7144,2008.0,Italian,LAS,14.0,5.0,9.0
7145,1987.0,French,LAS,46.0,12.0,34.0
7146,2010.0,Teaching of German,LAS,3.0,1.0,2.0
7147,1987.0,Entomology,LAS,32.0,23.0,9.0
7148,2010.0,Teaching of Latin,LAS,1.0,0.0,1.0
7149,1987.0,English,LAS,115.0,57.0,58.0
7150,1999.0,French,LAS,37.0,9.0,28.0
7151,1983.0,Mathematics,LAS,181.0,142.0,39.0
7152,2008.0,History of Art,LAS,44.0,5.0,39.0
7153,1999.0,GEN CURR,LAS,2838.0,1356.0,1482.0
7154,2010.0,Teaching of Mathematics,LAS,4.0,3.0,1.0
7155,2008.0,History,LAS,658.0,424.0,233.0
7156,1999.0,Geography,LAS,34.0,20.0,14.0
7157,2008.0,Germanic Lang & Lit,LAS,34.0,15.0,19.0
7158,2010.0,Teaching of French,LAS,4.0,0.0,4.0
7159,2008.0,German,LAS,21.0,6.0,15.0
7160,1987.0,Geography,LAS,42.0,28.0,14.0
7161,2008.0,Latin American Studies,LAS,15.0,5.0,10.0
7162,2010.0,Russian & E European Studies,LAS,4.0,4.0,0.0
7163,1999.0,Chemical Physics,LAS,4.0,2.0,2.0
7164,1999.0,Chemistry,LAS,400.0,256.0,144.0
7165,1999.0,Classical Philology,LAS,6.0,4.0,2.0
7166,2010.0,Russian Lang & Literature,LAS,4.0,3.0,1.0
7167,2010.0,"Russian, E Eur, Eurasian St ",LAS,13.0,8.0,5.0
7168,1988.0,Entomology,LAS,27.0,18.0,9.0
7169,1988.0,French,LAS,48.0,15.0,33.0
7170,2010.0,Slavic Languages & Literature,LAS,14.0,2.0,12.0
7171,1999.0,Classics,LAS,9.0,7.0,2.0
7172,2010.0,Sociology,LAS,411.0,162.0,249.0
7173,2008.0,Molecular&Cell Bio-undeclared,LAS,31.0,16.0,15.0
7174,1999.0,Comparative Literature,LAS,21.0,6.0,15.0
7175,2008.0,Molecular and Cellular Biology,LAS,1009.0,499.0,508.0
7176,2010.0,Spanish,LAS,226.0,49.0,177.0
7177,2008.0,Microbiology,LAS,72.0,32.0,40.0
7178,1988.0,GEN CURR,LAS,2182.0,1008.0,1174.0
7179,1982.0,Sociology,LAS,44.0,24.0,20.0
7180,2010.0,Speech Communication,LAS,79.0,28.0,51.0
7181,2008.0,Mathematics,LAS,558.0,351.0,206.0
7182,2008.0,Math & Computer Science,LAS,92.0,84.0,8.0
7183,1987.0,Geology,LAS,70.0,51.0,19.0
7184,2010.0,Statistics,LAS,177.0,105.0,72.0
7185,2008.0,Linguistics,LAS,124.0,48.0,76.0
7186,2010.0,Statistics & Computer Science,LAS,19.0,12.0,7.0
7187,1983.0,Linguistics,LAS,82.0,34.0,48.0
7188,2008.0,Molecular & Integrative Physi,LAS,31.0,13.0,18.0
7189,1999.0,Chemical Engineering,LAS,468.0,314.0,154.0
7190,1997.0,Neuroscience,LAS,40.0,31.0,9.0
7191,2008.0,Geology,LAS,88.0,53.0,35.0
7192,2008.0,Creative Writing,LAS,20.0,9.0,11.0
7193,1999.0,Linguistics,LAS,49.0,18.0,31.0
7194,2008.0,Comparative Literature,LAS,44.0,13.0,31.0
7195,1982.0,PUB ADMIN,LAS,13.0,9.0,4.0
7196,2008.0,Classics,LAS,37.0,14.0,23.0
7197,2008.0,Classical Philology,LAS,5.0,3.0,2.0
7198,1997.0,Mathematics,LAS,168.0,129.0,39.0
7199,1982.0,PRE-MED,LAS,69.0,31.0,38.0
7200,1982.0,PRE-JOURN,LAS,150.0,47.0,103.0
7201,1988.0,History,LAS,102.0,72.0,30.0
7202,2008.0,Chemistry,LAS,723.0,437.0,286.0
7203,2008.0,Chemical Physics,LAS,13.0,10.0,3.0
7204,1983.0,Molecular & Integrative Physi,LAS,56.0,38.0,18.0
7205,1997.0,Linguistics,LAS,55.0,16.0,39.0
7206,2008.0,Cell and Structural Biology,LAS,4.0,3.0,1.0
7207,2011.0,Asian Studies,LAS,8.0,5.0,3.0
7208,2008.0,Cell and Developmental Biology,LAS,46.0,19.0,27.0
7209,1999.0,Mathematics,LAS,171.0,121.0,50.0
7210,2011.0,Astronomy,LAS,64.0,38.0,26.0
7211,1987.0,Comparative Literature,LAS,33.0,12.0,21.0
7212,2008.0,Biophysics & Computnl Biology,LAS,75.0,56.0,19.0
7213,2008.0,Biology,LAS,876.0,389.0,487.0
7214,2011.0,Atmospheric Sciences,LAS,127.0,75.0,52.0
7215,1999.0,Microbiology,LAS,54.0,24.0,30.0
7216,2008.0,Biochemistry,LAS,204.0,122.0,82.0
7217,2011.0,Biochemistry,LAS,208.0,116.0,92.0
7218,2008.0,Chemical Engineering,LAS,523.0,346.0,177.0
7219,2010.0,Teaching of Spanish,LAS,25.0,6.0,19.0
7220,2008.0,E Asian Languages & Cultures,LAS,96.0,39.0,57.0
7221,2008.0,"Earth Systems, Env, & Society ",LAS,65.0,37.0,28.0
7222,2008.0,Geography,LAS,87.0,59.0,27.0
7223,1982.0,SOCIAL SCI,LAS,3.0,1.0,2.0
7224,1988.0,Genetics,LAS,1.0,1.0,0.0
7225,1999.0,Geology,LAS,55.0,34.0,21.0
7226,1988.0,Geography,LAS,34.0,22.0,12.0
7227,1988.0,Geology,LAS,46.0,40.0,6.0
7228,1997.0,Molecular & Integrative Physi,LAS,50.0,31.0,19.0
7229,1997.0,Microbiology,LAS,65.0,37.0,28.0
7230,1988.0,German,LAS,33.0,15.0,18.0
7231,2011.0,African Studies,LAS,6.0,5.0,1.0
7232,2008.0,General Curriculum,LAS,1387.0,676.0,711.0
7233,2008.0,French,LAS,96.0,26.0,70.0
7234,1999.0,LATIN AMER ST,LAS,4.0,1.0,3.0
7235,1982.0,Psychology,LAS,184.0,96.0,88.0
7236,2008.0,Finance,LAS,5.0,5.0,0.0
7237,1983.0,Microbiology,LAS,67.0,37.0,30.0
7238,2008.0,Entomology,LAS,33.0,15.0,18.0
7239,1982.0,Political Science,LAS,40.0,30.0,10.0
7240,2008.0,English,LAS,934.0,288.0,645.0
7241,1999.0,History,LAS,106.0,70.0,36.0
7242,1999.0,Italian,LAS,6.0,0.0,6.0
7243,1982.0,Plant Biology,LAS,30.0,15.0,15.0
7244,1982.0,Philosophy,LAS,33.0,29.0,4.0
7245,1999.0,LAS TCH MATH,LAS,1.0,1.0,0.0
7246,2008.0,Economics,LAS,836.0,613.0,220.0
7247,2008.0,"Ecol, Evol, Conservation Biol ",LAS,19.0,12.0,7.0
7248,1999.0,German,LAS,24.0,11.0,13.0
7249,1987.0,German,LAS,31.0,18.0,13.0
7250,1982.0,Slavic Languages & Literature,LAS,20.0,5.0,15.0
7251,2008.0,Neuroscience,LAS,54.0,21.0,33.0
7252,2008.0,Nondegree,LAS,146.0,67.0,79.0
7253,1999.0,Biology,LAS,59.0,34.0,25.0
7254,1997.0,Plant Biology,LAS,37.0,16.0,21.0
7255,1999.0,Astronomy,LAS,28.0,20.0,8.0
7256,1999.0,Atmospheric Sciences,LAS,31.0,17.0,14.0
7257,1997.0,PRE-JOURN,LAS,347.0,123.0,224.0
7258,1983.0,LAS TCH MATH,LAS,2.0,0.0,2.0
7259,2010.0,Physics,LAS,189.0,161.0,27.0
7260,2010.0,Plant Biology,LAS,40.0,17.0,23.0
7261,2008.0,Portuguese,LAS,2.0,1.0,1.0
7262,2010.0,Political Science,LAS,913.0,570.0,343.0
7263,1987.0,HR&FS,LAS,1.0,0.0,1.0
7264,2010.0,Portuguese,LAS,2.0,1.0,1.0
7265,2008.0,Political Science,LAS,1062.0,638.0,424.0
7266,2008.0,Plant Biology,LAS,30.0,12.0,18.0
7267,2008.0,Physics,LAS,147.0,126.0,20.0
7268,1999.0,BIOCH,LAS,180.0,83.0,97.0
7269,1982.0,Speech Communication,LAS,62.0,33.0,29.0
